FIPS,County,State,Republican,Democrat,
48237,Jack,TX,3418,331,
48239,Jackson,TX,5231,1033,
48241,Jasper ,TX,12542,2954,
48243,Jeff Davis ,TX,784,501,
48245,Jefferson,TX,47570,46073,
48247,Jim Hogg,TX,833,1197,
48249,Jim Wells,TX,7453,6119,
48251,Johnson,TX,54628,16464,
48253,Jones,TX,5660,999,
48255,Karnes,TX,3968,1234,
48257,Kaufman,TX,37624,18405,
48259,Kendall,TX,20083,6020,
48261,Kenedy,TX,127,65,
48263,Kent,TX,411,47,
48265,Kerr,TX,20879,6524,
48267,Kimble,TX,1987,284,
48269,King,TX,151,8,
48271,Kinney,TX,1144,446,
48273,Kleberg,TX,5504,5314,
48275,Knox,TX,1180,265,
48277,Lamar ,TX,16760,4458,
48279,Lamb,TX,3521,840,
48281,Lampasas,TX,8086,2144,
48283,La Salle,TX,1335,1052,
48285,Lavaca,TX,8804,1333,
48287,Lee,TX,6255,1750,
48289,Leon,TX,7523,1072,
48291,Liberty ,TX,23302,5785,
48293,Limestone,TX,6789,2213,
48295,Lipscomb,TX,1205,131,
48297,Live Oak,TX,4199,819,
48299,Llano,TX,10079,2465,
48301,Loving,TX,60,4,
48303,Lubbock,TX,78861,40017,
48305,Lynn,TX,1853,428,
48307,McCulloch,TX,2904,490,
48309,McLennan,TX,59543,36688,
48311,McMullen,TX,460,53,
48313,Madison,TX,4169,1088,
48315,Marion,TX,3470,1339,
48317,Martin,TX,1857,288,
48319,Mason,TX,1991,457,
48321,Matagorda,TX,9845,3733,
48323,Maverick,TX,6881,8332,
48325,Medina,TX,15642,6773,
48327,Menard,TX,823,197,
48329,Midland,TX,45624,12329,
48331,Milam,TX,7984,2496,
48333,Mills,TX,2217,271,
48335,Mitchell,TX,2170,397,
48337,Montague,TX,8615,1097,
48339,Montgomery,TX,193382,74377,
48341,Moore,TX,4359,1062,
48343,Morris,TX,3872,1669,
48345,Motley,TX,604,46,
48347,Nacogdoches,TX,17378,9000,
48349,Navarro,TX,13800,5101,
48351,Newton ,TX,4882,1173,
48353,Nolan,TX,4131,1162,
48355,Nueces,TX,64617,60925,
48357,Ochiltree,TX,2812,302,
48359,Oldham,TX,917,81,
48361,Orange,TX,29186,6357,
48363,Palo Pinto,TX,10179,2178,
48365,Panola,TX,9326,2057,
48367,Parker,TX,62045,13017,
48369,Parmer,TX,2135,488,
48371,Pecos,TX,3215,1382,
48373,Polk,TX,18573,5387,
48375,Potter,TX,22820,9921,
48377,Presidio,TX,721,1463,
48379,Rains,TX,5155,842,
48381,Randall,TX,50796,12802,
48383,Reagan,TX,942,172,
48385,Real,TX,1643,320,
48387,Red River,TX,4517,1246,
48389,Reeves,TX,2254,1395,
48391,Refugio,TX,2210,1108,
48393,Roberts,TX,529,17,
48395,Robertson,TX,5646,2374,
48397,Rockwall,TX,36726,16412,
48399,Runnels,TX,3807,552,
48401,Rusk,TX,16534,4629,
48403,Sabine,TX,4784,669,
48405,San Augustine,TX,3007,980,
48407,San Jacinto,TX,10161,2337,
48409,San Patricio,TX,16516,8988,
48411,San Saba,TX,2308,287,
48413,Schleicher,TX,940,211,
48415,Scurry,TX,4983,818,
48417,Shackelford,TX,1484,130,
48419,Shelby,TX,7975,2068,
48421,Sherman,TX,886,91,
48423,Smith,TX,69080,29615,
48425,Somervell,TX,4105,768,
48427,Starr,TX,8247,9123,
48429,Stephens ,TX,3385,397,
48431,Sterling,TX,584,51,
48433,Stonewall,TX,615,116,
48435,Sutton,TX,1222,322,
48437,Swisher,TX,1845,478,
48439,Tarrant,TX,409741,411567,
48441,Taylor,TX,39547,14588,
48443,Terrell,TX,334,119,
48445,Terry,TX,2812,757,
48447,Throckmorton,TX,806,82,
48449,Titus,TX,7570,2856,
48451,Tom Green,TX,32313,12239,
48453,Travis,TX,161337,435860,
48455,Trinity,TX,5579,1323,
48457,Tyler,TX,8194,1403,
48459,Upshur,TX,15809,2877,
48461,Upton,TX,1178,170,
48463,Uvalde,TX,6174,4073,
48465,Val Verde,TX,8284,6771,
48467,Van Zandt,TX,22270,3516,
48469,Victoria,TX,23358,10380,
48471,Walker,TX,15375,7884,
48473,Waller,TX,14260,8191,
48475,Ward,TX,3241,764,
48477,Washington,TX,12959,4261,
48479,Webb,TX,25898,41820,
48481,Wharton,TX,11926,4694,
48483,Wheeler ,TX,2159,168,
48485,Wichita,TX,32069,13161,
48487,Wilbarger,TX,3524,956,
48489,Willacy,TX,2441,3108,
48491,Williamson,TX,139729,143795,
48493,Wilson,TX,18463,6350,
48495,Winkler,TX,1753,358,
48497,Wise,TX,27032,4973,
48499,Wood,TX,19049,3509,
48501,Yoakum,TX,2174,420,
48503,Young,TX,7110,1034,
48505,Zapata,TX,2033,1826,
48507,Zavala,TX,1490,2864,
1001,Autauga,AL,19838,7503,
1003,Baldwin ,AL,83544,24578,
1005,Barbour ,AL,5622,4816,
1007,Bibb ,AL,7525,1986,
1009,Blount ,AL,24711,2640,
1011,Bullock ,AL,1146,3446,
1013,Butler ,AL,5458,3965,
1015,Calhoun ,AL,35101,15216,
1017,Chambers ,AL,8753,6365,
1019,Cherokee ,AL,10583,1624,
1021,Chilton ,AL,16085,3073,
1023,Choctaw ,AL,4296,3127,
1025,Clarke ,AL,7324,5755,
1027,Clay ,AL,5601,1267,
1029,Cleburne ,AL,6484,675,
1031,Coffee ,AL,16899,5076,
1033,Colbert ,AL,19203,8343,
1035,Conecuh ,AL,3442,2966,
1037,Coosa ,AL,3631,1796,
1039,Covington ,AL,14586,2721,
1041,Crenshaw ,AL,4864,1700,
1043,Cullman ,AL,36880,4478,
1045,Dale ,AL,14303,5170,
1047,Dallas ,AL,5524,12230,
1049,DeKalb ,AL,24767,4281,
1051,Elmore ,AL,30164,10367,
1053,Escambia ,AL,10869,4918,
1055,Etowah ,AL,35528,11567,
1057,Fayette ,AL,7300,1395,
1059,Franklin ,AL,10376,2086,
1061,Geneva ,AL,10848,1595,
1063,Greene ,AL,875,3884,
1065,Hale ,AL,3192,4663,
1067,Henry ,AL,6607,2606,
1069,Houston ,AL,32618,12917,
1071,Jackson ,AL,19670,3717,
1073,Jefferson ,AL,138843,181688,
1075,Lamar ,AL,6174,978,
1077,Lauderdale ,AL,31721,11915,
1079,Lawrence ,AL,12322,3562,
1081,Lee ,AL,42221,27860,
1083,Limestone ,AL,34640,13672,
1085,Lowndes ,AL,1836,4972,
1087,Macon ,AL,1541,7108,
1089,Madison ,AL,102780,87286,
1091,Marengo ,AL,5343,5488,
1093,Marion ,AL,12205,1463,
1095,Marshall ,AL,33191,5943,
1097,Mobile ,AL,101243,79474,
1099,Monroe ,AL,6147,4455,
1101,Montgomery ,AL,33311,64529,
1103,Morgan ,AL,39664,13234,
1105,Perry ,AL,1339,3860,
1107,Pickens ,AL,5594,4022,
1109,Pike ,AL,8042,5636,
1111,Randolph ,AL,8559,2203,
1113,Russell ,AL,9864,11228,
1115,St. Clair ,AL,79700,33268,
1117,Shelby ,AL,36166,7744,
1119,Sumter ,AL,1598,4648,
1121,Talladega ,AL,22235,13138,
1123,Tallapoosa ,AL,14963,5859,
1125,Tuscaloosa ,AL,51117,37765,
1127,Walker ,AL,26002,4834,
1129,Washington ,AL,6564,2258,
1131,Wilcox ,AL,1833,4048,
1133,Winston ,AL,10195,974,
2013,Aleutians East,AK,13,,
2016,Aleutians West,AK,16,,
2020,Anchorage,AK,20,,
2050,Bethel,AK,50,,
2060,Bristol Bay,AK,60,,
2063,Chugach,AK,,,
2066,Copper River ,AK,,,
2068,Denali,AK,68,,
2070,Dillingham ,AK,70,,
2090,Fairbanks North Star,AK,90,,
2100,Haines ,AK,100,,
2105,Hoonah–Angoon ,AK,105,,
2110,Juneau,AK,110,,
2122,Kenai Peninsula,AK,122,,
2130,Ketchikan Gateway,AK,130,,
2150,Kodiak Island,AK,150,,
2158,Kusilvak,AK,,,
2164,Lake and Peninsula,AK,164,,
2170,Matanuska-Susitna,AK,170,,
2180,Nome ,AK,180,,
2185,North Slope,AK,185,,
2188,Northwest Arctic,AK,188,,
2195,Petersburg,AK,195,,
2198,Prince of Wales – Hyder,AK,198,,
2220,Sitka,AK,220,,
2230,Skagway,AK,230,,
2240,Southeast Fairbanks,AK,240,,
2261,Valdez-Cordova,AK,261,,
2270,Wade-Hampton,AK,270,,
2275,Wrangell,AK,275,,
2282,Yakutat,AK,282,,
2290,Yukon–Koyukuk,AK,290,,
4001,Apache ,AZ,11442,23293,
4003,Cochise ,AZ,35557,23732,
4005,Coconino ,AZ,27052,44698,
4007,Gila ,AZ,18377,8943,
4009,Graham ,AZ,10749,4034,
4011,Greenlee ,AZ,2433,1182,
4012,La Paz ,AZ,5129,2236,
4013,Maricopa ,AZ,995665,1040774,
4015,Mohave ,AZ,78535,24831,
4017,Navajo ,AZ,27657,23383,
4019,Pima ,AZ,207758,304981,
4021,Pinal ,AZ,107077,75106,
4023,Santa Cruz ,AZ,6194,13138,
4025,Yavapai ,AZ,91527,49602,
4027,Yuma ,AZ,36534,32210,
5001,Arkansas ,AR,4304,1818,
5003,Ashley ,AR,5548,2125,
5005,Baxter ,AR,15836,4635,
5007,Benton ,AR,73965,42249,
5009,Boone ,AR,13652,3064,
5011,Bradley ,AR,2335,1214,
5013,Calhoun ,AR,1636,479,
5015,Carroll ,AR,7424,4023,
5017,Chicot ,AR,1752,2260,
5019,Clark ,AR,4616,3438,
5021,Clay ,AR,4086,962,
5023,Cleburne ,AR,10328,1988,
5025,Cleveland ,AR,2867,651,
5027,Columbia ,AR,5500,2814,
5029,Conway ,AR,5694,2615,
5031,Craighead ,AR,25558,11921,
5033,Crawford ,AR,18607,4959,
5035,Crittenden ,AR,7333,8514,
5037,Cross ,AR,4946,1772,
5039,Dallas ,AR,1573,963,
5041,Desha ,AR,1921,2016,
5043,Drew ,AR,4349,2426,
5045,Faulkner ,AR,34421,18347,
5047,Franklin ,AR,5677,1300,
5049,Fulton ,AR,3961,1035,
5051,Garland ,AR,29069,14045,
5053,Grant ,AR,6794,1268,
5055,Greene ,AR,12670,3058,
5057,Hempstead ,AR,4470,2138,
5059,Hot Spring ,AR,9202,3082,
5061,Howard ,AR,3367,1340,
5063,Independence County,AR,11250,2806,
5065,Izard County,AR,4631,1021,
5067,Jackson County,AR,3593,1365,
5069,Jefferson County,AR,9521,14981,
5071,Johnson County,AR,6938,2283,
5073,Lafayette County,AR,1757,839,
5075,Lawrence County,AR,4569,1080,
5077,Lee County,AR,1286,1423,
5079,Lincoln County,AR,2729,1032,
5081,Little River County,AR,3715,1226,
5083,Logan County,AR,6441,1544,
5085,Lonoke County,AR,22884,6686,
5087,Madison County,AR,5658,1563,
5089,Marion County,AR,5783,1531,
5091,Miller County,AR,11920,4245,
5093,Mississippi County,AR,7296,4558,
5095,Monroe County,AR,1545,1147,
5097,Montgomery County,AR,3046,731,
5099,Nevada County,AR,2133,1076,
5101,Newton County,AR,3192,709,
5103,Ouachita County,AR,5294,3995,
5105,Perry County,AR,3479,1012,
5107,Phillips County,AR,2417,3623,
5109,Pike County,AR,3519,644,
5111,Poinsett County,AR,5918,1424,
5113,Polk County,AR,7035,1246,
5115,Pope County,AR,18081,5772,
5117,Prairie County,AR,2786,654,
5119,Pulaski County,AR,63687,101947,
5121,Randolph County,AR,5355,1215,
5123,St. Francis County,AR,3242,3604,
5125,Saline County,AR,39556,16060,
5127,Scott County,AR,2962,483,
5129,Searcy County,AR,3365,588,
5131,Sebastian County,AR,31198,14487,
5133,Sevier County,AR,3884,1116,
5135,Sharp County,AR,5938,1398,
5137,Stone County,AR,4616,1180,
5139,Union County,AR,10478,5584,
5141,Van Buren County,AR,6034,1593,
5143,Washington County,AR,47504,43824,
5145,White County,AR,24182,5978,
5147,Woodruff County,AR,1543,856,
5149,Yell County,AR,5226,1284,
6001,Alameda ,CA,136309,617659,
6003,Alpine ,CA,244,476,
6005,Amador ,CA,13585,8153,
6007,Butte ,CA,48819,50815,
6009,Calaveras ,CA,16518,10046,
6011,Colusa ,CA,4559,3239,
6013,Contra Costa ,CA,152877,416386,
6015,Del Norte ,CA,6461,4677,
6017,El Dorado ,CA,61838,51621,
6019,Fresno ,CA,164464,193025,
6021,Glenn ,CA,7063,3995,
6023,Humboldt ,CA,21770,44768,
6025,Imperial ,CA,20847,34678,
6027,Inyo ,CA,4620,4634,
6029,Kern ,CA,164484,133366,
6031,Kings ,CA,24072,18699,
6033,Lake ,CA,13123,14941,
6035,Lassen ,CA,8970,2799,
6037,Los Angeles ,CA,1145530,3028885,
6039,Madera ,CA,29378,23168,
6041,Marin ,CA,24612,128288,
6043,Mariposa ,CA,5950,4088,
6045,Mendocino ,CA,13267,28782,
6047,Merced ,CA,39397,48991,
6049,Modoc ,CA,3109,1150,
6051,Mono ,CA,2513,4013,
6053,Monterey ,CA,46299,113953,
6055,Napa ,CA,20676,49817,
6057,Nevada ,CA,26779,36359,
6059,Orange ,CA,676498,814009,
6061,Placer ,CA,122488,106869,
6063,Plumas ,CA,6445,4561,
6065,Riverside ,CA,449144,528340,
6067,Sacramento ,CA,259405,440808,
6069,San Benito ,CA,10590,17628,
6071,San Bernardino ,CA,366257,455859,
6073,San Diego ,CA,600094,964650,
6075,San Francisco,CA,56417,378156,
6077,San Joaquin ,CA,121098,161137,
6079,San Luis Obispo ,CA,67436,88310,
6081,San Mateo ,CA,75584,291496,
6083,Santa Barbara ,CA,65736,129963,
6085,Santa Clara ,CA,214612,617967,
6087,Santa Cruz ,CA,26937,114246,
6089,Shasta ,CA,60789,30000,
6091,Sierra ,CA,1142,730,
6093,Siskiyou ,CA,13290,9593,
6095,Solano ,CA,69306,131639,
6097,Sonoma ,CA,61825,199938,
6099,Stanislaus ,CA,104145,105841,
6101,Sutter ,CA,24375,17367,
6103,Tehama ,CA,19141,8911,
6105,Trinity ,CA,3188,2851,
6107,Tulare ,CA,77579,66105,
6109,Tuolumne ,CA,17689,11978,
6111,Ventura ,CA,162207,251388,
6113,Yolo ,CA,27292,67598,
6115,Yuba ,CA,17676,11230,
8001,Adams ,CO,95657,134202,
8003,Alamosa ,CO,3813,3759,
8005,Arapahoe ,CO,127323,213607,
8007,Archuleta ,CO,5189,3738,
8009,Baca ,CO,1867,317,
8011,Bent ,CO,1503,732,
8013,Boulder ,CO,42501,159089,
8014,Broomfield,CO,16295,29077,
8015,Chaffee ,CO,6222,7160,
8017,Cheyenne ,CO,993,131,
8019,Clear Creek ,CO,2754,3604,
8021,Conejos ,CO,2286,1959,
8023,Costilla ,CO,741,1311,
8025,Crowley ,CO,1271,437,
8027,Custer ,CO,2474,1112,
8029,Delta ,CO,13081,5887,
8031,Denver,CO,71618,313293,
8033,Dolores ,CO,1089,341,
8035,Douglas ,CO,121270,104653,
8037,Eagle ,CO,9892,18588,
8039,Elbert ,CO,202828,161941,
8041,El Paso ,CO,14027,4490,
8043,Fremont ,CO,17517,7369,
8045,Garfield ,CO,14717,15427,
8047,Gilpin ,CO,1833,2223,
8049,Grand ,CO,4883,4710,
8051,Gunnison ,CO,3735,7132,
8053,Hinsdale ,CO,353,255,
8055,Huerfano ,CO,2203,2076,
8057,Jackson ,CO,681,175,
8059,Jefferson ,CO,148417,218396,
8061,Kiowa ,CO,795,98,
8063,Kit Carson ,CO,3144,662,
8065,Lake ,CO,14233,20548,
8067,La Plata ,CO,1497,2303,
8069,Larimer ,CO,91489,126120,
8071,Las Animas ,CO,4284,3497,
8073,Lincoln ,CO,2135,470,
8075,Logan ,CO,8087,2218,
8077,Mesa ,CO,56894,31536,
8079,Mineral ,CO,427,317,
8081,Moffat ,CO,5670,1203,
8083,Montezuma ,CO,9306,5836,
8085,Montrose ,CO,16770,7687,
8087,Morgan ,CO,9593,3876,
8089,Otero ,CO,5756,3605,
8091,Ouray ,CO,1577,2365,
8093,Park ,CO,6991,4903,
8095,Phillips ,CO,1958,486,
8097,Pitkin ,CO,2780,8989,
8099,Prowers ,CO,4008,1458,
8101,Pueblo ,CO,42252,43772,
8103,Rio Blanco ,CO,3061,561,
8105,Rio Grande ,CO,3660,2495,
8107,Routt ,CO,5925,10582,
8109,Saguache ,CO,1413,1884,
8111,San Juan ,CO,202,342,
8113,San Miguel ,CO,1136,3924,
8115,Sedgwick ,CO,1121,301,
8117,Summit ,CO,5322,12631,
8119,Teller ,CO,11241,5278,
8121,Washington ,CO,2595,369,
8123,Weld ,CO,96145,66060,
8125,Yuma ,CO,4107,785,
12001,Alachua ,FL,50972,89704,
12003,Baker ,FL,11911,2037,
12005,Bay ,FL,66097,25614,
12007,Bradford ,FL,10334,3160,
12009,Brevard ,FL,207883,148549,
12011,Broward ,FL,333409,618752,
12013,Calhoun ,FL,5274,1209,
12015,Charlotte ,FL,73243,42273,
12017,Citrus ,FL,65352,27092,
12019,Clay ,FL,84480,38317,
12021,Collier ,FL,128950,77621,
12023,Columbia ,FL,23836,8914,
12027,DeSoto ,FL,8313,4259,
12029,Dixie ,FL,6759,1365,
12031,Duval ,FL,233762,252556,
12033,Escambia ,FL,96674,70929,
12035,Flagler ,FL,43043,28161,
12037,Franklin ,FL,4675,2120,
12039,Gadsden ,FL,7465,16153,
12041,Gilchrist ,FL,7895,1700,
12043,Glades ,FL,3782,1385,
12045,Gulf ,FL,6113,1985,
12047,Hamilton ,FL,3815,1963,
12049,Hardee ,FL,6122,2298,
12051,Hendry ,FL,7906,4929,
12053,Hernando ,FL,70412,37519,
12055,Highlands ,FL,34873,16938,
12057,Hillsborough ,FL,327398,376367,
12059,Holmes ,FL,8080,924,
12061,Indian River ,FL,58872,37844,
12063,Jackson ,FL,15488,6766,
12065,Jefferson ,FL,4479,3897,
12067,Lafayette ,FL,3128,510,
12069,Lake ,FL,125859,83505,
12071,Lee ,FL,233247,157695,
12073,Leon ,FL,57453,103517,
12075,Levy ,FL,16749,6205,
12077,Liberty ,FL,2846,694,
12079,Madison ,FL,5576,3747,
12081,Manatee ,FL,124987,90166,
12083,Marion ,FL,127826,74858,
12085,Martin ,FL,61168,36893,
12086,Miami-Dade ,FL,532833,617864,
12087,Monroe ,FL,25693,21881,
12089,Nassau ,FL,42566,15564,
12091,Okaloosa ,FL,79798,34248,
12093,Okeechobee ,FL,11470,4390,
12095,Orange ,FL,245398,395014,
12097,Osceola ,FL,73480,97297,
12099,Palm Beach ,FL,334711,433572,
12101,Pasco ,FL,179621,119073,
12103,Pinellas ,FL,276209,277450,
12105,Polk ,FL,194586,145049,
12107,Putnam ,FL,25514,10527,
12109,St. Johns ,FL,110946,63850,
12111,St. Lucie ,FL,86831,84137,
12113,Santa Rosa ,FL,77385,27612,
12115,Sarasota ,FL,148370,120110,
12117,Seminole ,FL,125241,132528,
12119,Sumter ,FL,62761,29341,
12121,Suwannee ,FL,16410,4485,
12123,Taylor ,FL,7751,2299,
12125,Union ,FL,5133,1053,
12127,Volusia ,FL,173821,130575,
12129,Wakulla ,FL,12874,5351,
12131,Walton ,FL,32947,10338,
12133,Washington ,FL,9876,2347,
15001,Hawaii ,HI,26897,58731,
15003,Honolulu,HI,136259,238869,
15005,Kalawao ,HI,1,23,
15007,Kauai ,HI,11582,21225,
15009,Maui ,HI,22126,47305,
16001,Ada ,ID,130699,120539,
16003,Adams ,ID,1941,591,
16005,Bannock ,ID,23331,14682,
16007,Bear Lake ,ID,2914,350,
16009,Benewah ,ID,3878,977,
16011,Bingham ,ID,15295,4124,
16013,Blaine ,ID,4032,8919,
16015,Boise ,ID,3485,1204,
16017,Bonner ,ID,18369,8310,
16019,Bonneville ,ID,37805,14254,
16021,Boundary ,ID,4937,1220,
16023,Butte ,ID,1202,188,
16025,Camas ,ID,507,149,
16027,Canyon ,ID,61759,25881,
16029,Caribou ,ID,2906,431,
16031,Cassia ,ID,7907,1464,
16033,Clark ,ID,264,41,
16035,Clearwater ,ID,3453,877,
16037,Custer ,ID,2089,603,
16039,Elmore ,ID,7246,2601,
16041,Franklin ,ID,5845,657,
16043,Fremont ,ID,5548,998,
16045,Gem ,ID,7951,1803,
16047,Gooding ,ID,4659,1256,
16049,Idaho ,ID,7826,1561,
16051,Jefferson ,ID,12099,1661,
16053,Jerome ,ID,5734,1893,
16055,Kootenai ,ID,62837,24312,
16057,Latah ,ID,9472,10236,
16059,Lemhi ,ID,3592,1032,
16061,Lewis ,ID,1489,349,
16063,Lincoln ,ID,1469,414,
16065,Madison ,ID,13559,2666,
16067,Minidoka ,ID,6265,1550,
16069,Nez Perce ,ID,13738,6686,
16071,Oneida ,ID,2148,249,
16073,Owyhee ,ID,3819,816,
16075,Payette ,ID,8862,2161,
16077,Power ,ID,2116,865,
16079,Shoshone ,ID,4216,1693,
16081,Teton ,ID,2858,3318,
16083,Twin Falls ,ID,25897,9391,
16085,Valley ,ID,3947,2976,
16087,Washington ,ID,4154,1073,
19001,Adair ,IA,2917,1198,
19003,Adams ,IA,1530,590,
19005,Allamakee ,IA,4735,2576,
19007,Appanoose ,IA,4512,1891,
19009,Audubon ,IA,2295,1071,
19011,Benton ,IA,9188,5160,
19013,Black Hawk ,IA,29640,35647,
19015,Boone ,IA,8695,6303,
19017,Bremer ,IA,8294,5958,
19019,Buchanan ,IA,6420,4169,
19021,Buena Vista ,IA,5056,2961,
19023,Butler ,IA,5542,2424,
19025,Calhoun ,IA,3689,1470,
19027,Carroll ,IA,7737,3454,
19029,Cass ,IA,4969,2201,
19031,Cedar ,IA,6161,4337,
19033,Cerro Gordo ,IA,12442,10941,
19035,Cherokee ,IA,4495,1936,
19037,Chickasaw ,IA,4308,2233,
19039,Clarke ,IA,3144,1466,
19041,Clay ,IA,6137,2662,
19043,Clayton ,IA,6106,3340,
19045,Clinton ,IA,13361,10812,
19047,Crawford ,IA,4854,2220,
19049,Dallas ,IA,27987,26879,
19051,Davis ,IA,3032,1013,
19053,Decatur ,IA,2615,1120,
19055,Delaware ,IA,6666,3157,
19057,Des Moines ,IA,10592,8893,
19059,Dickinson ,IA,7438,3661,
19061,Dubuque ,IA,27214,25657,
19063,Emmet ,IA,3265,1520,
19065,Fayette ,IA,6145,3835,
19067,Floyd ,IA,4732,3172,
19069,Franklin ,IA,3422,1626,
19071,Fremont ,IA,2711,1080,
19073,Greene ,IA,3223,1769,
19075,Grundy ,IA,4929,2206,
19077,Guthrie ,IA,4272,1985,
19079,Hamilton ,IA,4956,2843,
19081,Hancock ,IA,4390,1683,
19083,Hardin ,IA,5850,2976,
19085,Harrison ,IA,5569,2440,
19087,Henry ,IA,6507,3275,
19089,Howard ,IA,3127,1772,
19091,Humboldt ,IA,3819,1442,
19093,Ida ,IA,2880,917,
19095,Iowa ,IA,6009,3547,
19097,Jackson ,IA,6940,4029,
19099,Jasper ,IA,12084,7737,
19101,Jefferson ,IA,4443,4319,
19103,Johnson ,IA,22925,59177,
19105,Jones ,IA,6572,4213,
19107,Keokuk ,IA,3797,1414,
19109,Kossuth ,IA,6275,2696,
19111,Lee ,IA,9773,6541,
19113,Linn ,IA,53364,70874,
19115,Louisa ,IA,3500,1726,
19117,Lucas ,IA,3287,1284,
19119,Lyon ,IA,5707,1067,
19121,Madison ,IA,6507,3134,
19123,Mahaska ,IA,8297,2894,
19125,Marion ,IA,12663,6178,
19127,Marshall ,IA,9571,8176,
19129,Mills ,IA,5585,2508,
19131,Mitchell ,IA,3677,2053,
19133,Monona ,IA,3248,1407,
19135,Monroe ,IA,2975,1078,
19137,Montgomery ,IA,3659,1583,
19139,Muscatine ,IA,10823,9372,
19141,O'Brien ,IA,5861,1569,
19143,Osceola ,IA,2690,601,
19145,Page ,IA,5319,2086,
19147,Palo Alto ,IA,3370,1519,
19149,Plymouth ,IA,10492,3494,
19151,Pocahontas ,IA,2826,933,
19153,Polk ,IA,106800,146250,
19155,Pottawattamie ,IA,26247,18575,
19157,Poweshiek ,IA,5657,4306,
19159,Ringgold ,IA,1968,709,
19161,Sac ,IA,4061,1389,
19163,Scott ,IA,43683,46926,
19165,Shelby ,IA,4697,1959,
19167,Sioux ,IA,15680,3019,
19169,Story ,IA,20340,29175,
19171,Tama ,IA,5303,3577,
19173,Taylor ,IA,2463,746,
19175,Union ,IA,4010,2061,
19177,Van Buren ,IA,2859,875,
19179,Wapello ,IA,9516,5821,
19181,Warren ,IA,17782,12574,
19183,Washington ,IA,6971,4561,
19185,Wayne ,IA,2338,727,
19187,Webster ,IA,10938,6613,
19189,Winnebago ,IA,3707,2135,
19191,Winneshiek ,IA,6235,5617,
19193,Woodbury ,IA,25736,18704,
19195,Worth ,IA,2738,1596,
19197,Wright ,IA,4136,1996,
20001,Allen ,KS,4218,1570,
20003,Anderson ,KS,2929,782,
20005,Atchison ,KS,4906,2359,
20007,Barber ,KS,2014,291,
20009,Barton ,KS,8608,2340,
20011,Bourbon ,KS,5023,1541,
20013,Brown ,KS,3262,1104,
20015,Butler ,KS,22634,9181,
20017,Chase ,KS,1123,345,
20019,Chautauqua ,KS,1402,212,
20021,Cherokee ,KS,6766,2194,
20023,Cheyenne ,KS,1183,224,
20025,Clark ,KS,904,143,
20027,Clay ,KS,3177,894,
20029,Cloud ,KS,3242,920,
20031,Coffey ,KS,3489,964,
20033,Comanche ,KS,762,126,
20035,Cowley ,KS,9656,4273,
20037,Crawford ,KS,10045,6179,
20039,Decatur ,KS,1260,218,
20041,Dickinson ,KS,7126,2060,
20043,Doniphan ,KS,2976,686,
20045,Douglas ,KS,17286,40785,
20047,Edwards ,KS,1141,271,
20049,Elk ,KS,1140,195,
20051,Ellis ,KS,9758,3737,
20053,Ellsworth ,KS,2148,648,
20055,Finney ,KS,7236,4325,
20057,Ford ,KS,5803,2947,
20059,Franklin ,KS,8479,3690,
20061,Geary ,KS,5323,3983,
20063,Gove ,KS,1291,166,
20065,Graham ,KS,1080,228,
20067,Grant ,KS,1936,518,
20069,Gray ,KS,1911,341,
20071,Greeley ,KS,549,78,
20073,Greenwood ,KS,2444,569,
20075,Hamilton ,KS,698,141,
20077,Harper ,KS,2168,461,
20079,Harvey ,KS,10182,6747,
20081,Haskell ,KS,1122,268,
20083,Hodgeman ,KS,875,154,
20085,Jackson ,KS,4517,1881,
20087,Jefferson ,KS,6334,3194,
20089,Jewell ,KS,1387,212,
20091,Johnson ,KS,155631,184259,
20093,Kearny ,KS,1164,267,
20095,Kingman ,KS,3130,752,
20097,Kiowa ,KS,980,156,
20099,Labette ,KS,5735,2655,
20101,Lane ,KS,762,115,
20103,Leavenworth ,KS,21610,13886,
20105,Lincoln ,KS,1283,266,
20107,Linn ,KS,4048,896,
20109,Logan ,KS,1249,186,
20111,Lyon ,KS,7550,6055,
20113,McPherson ,KS,9964,4134,
20115,Marion ,KS,4465,1516,
20117,Marshall ,KS,3729,1259,
20119,Meade ,KS,1523,263,
20121,Miami ,KS,12308,5247,
20123,Mitchell ,KS,2504,558,
20125,Montgomery ,KS,9931,3228,
20127,Morris ,KS,2124,729,
20129,Morton ,KS,1034,150,
20131,Nemaha ,KS,4664,927,
20133,Neosho ,KS,4970,1796,
20135,Ness ,KS,1339,149,
20137,Norton ,KS,2007,364,
20139,Osage ,KS,5705,2136,
20141,Osborne ,KS,1629,281,
20143,Ottawa ,KS,2610,506,
20145,Pawnee ,KS,2045,643,
20147,Phillips ,KS,2418,318,
20149,Pottawatomie ,KS,9452,3313,
20151,Pratt ,KS,3108,933,
20153,Rawlins ,KS,1261,214,
20155,Reno ,KS,18443,8886,
20157,Republic ,KS,2182,424,
20159,Rice ,KS,3262,965,
20161,Riley ,KS,11610,12765,
20163,Rooks ,KS,2325,339,
20165,Rush ,KS,1350,295,
20167,Russell ,KS,2790,600,
20169,Saline ,KS,15722,8214,
20171,Scott ,KS,2014,299,
20173,Sedgwick ,KS,122416,95870,
20175,Seward ,KS,3372,1833,
20177,Shawnee ,KS,40443,43015,
20179,Sheridan ,KS,1282,147,
